id,title,authors,doi,arxiv_id,year,journal,application,source_api,url,pdf_url
572,Laws of 4D printing,"[""Farhang Momeni"", ""Jun Ni""]",,1810.10376v1,2018,,,arxiv,http://arxiv.org/abs/1810.10376v1,https://arxiv.org/pdf/1810.10376v1
584,"Graphene-enabled, directed nanomaterial placement from solution for large-scale device integration","[""Michael Engel"", ""Damon B. Farmer"", ""Jaione Tirapu Azpiroz"", ""Jung-Woo T. Seo"", ""Joohoon Kang"", ""Phaedon Avouris"", ""Mark C. Hersam"", ""Ralph Krupke"", ""Mathias Steiner""]",10.1038/s41467-018-06604-4,1802.07599v1,2018,,,arxiv,http://arxiv.org/abs/1802.07599v1,https://arxiv.org/pdf/1802.07599v1
587,3D Conductive Polymer Printed Metasurface Antenna for Fresnel Focusing,"[""Okan Yurduseven"", ""Shengrong Ye"", ""Thomas Fromenteze"", ""Daniel L. Marks"", ""Benjamin J. Wiley"", ""David R. Smith""]",,1806.00394v1,2018,,,arxiv,http://arxiv.org/abs/1806.00394v1,https://arxiv.org/pdf/1806.00394v1
591,A nanomaterial to make your phone battery last,[],10.1038/d41586-018-04884-w,,2018,Nature,,crossref,https://doi.org/10.1038/d41586-018-04884-w,https://www.nature.com/articles/d41586-018-04884-w.pdf
601,Metal Oxide Nanomaterial Network for Lithium-Ion Battery Anodes and Cathodes,"[""Hongmei Luo""]",10.1149/ma2018-02/4/243,,2018,ECS Meeting Abstracts,,crossref,https://doi.org/10.1149/ma2018-02/4/243,https://iopscience.iop.org/article/10.1149/MA2018-02/4/243/pdf
685,"Electrochemical performance of facile developed aqueous asymmetric (Fe,Cr)2O3//MnO2 supercapacitor","[""P.R. Deshmukh"", ""Youngku Sohn"", ""Weon Gyu Shin""]",10.1016/j.electacta.2018.07.197,,2018,Electrochimica Acta,,crossref,https://doi.org/10.1016/j.electacta.2018.07.197,
699,Silver decorated PEDOT:PSS wrapped MnO2 nanowires for electrochemical supercapacitor applications,"[""Dipali S. Patil"", ""Sachin A. Pawar"", ""Jae Cheol Shin""]",10.1016/j.jiec.2017.12.054,,2018,Journal of Industrial and Engineering Chemistry,,crossref,https://doi.org/10.1016/j.jiec.2017.12.054,
722,"Graphene oxide membranes: on the absence of ""graphene capillaries"", ""ultrafast flow"" rate and ""ultraprecise sieving""","[""Alexandr Talyzin""]",,1812.03941v1,2018,,,arxiv,http://arxiv.org/abs/1812.03941v1,https://arxiv.org/pdf/1812.03941v1
730,Degradation of Methylene Blue using Graphene Oxide-Tin Oxide Nanocomposite as Photocatalyst,"[""M. Bakhtiar Azim"", ""Intaqer Arafat Tanim"", ""Riad Morshed Rezaul"", ""Rizwan Tareq"", ""Arafat Hossain Rahul"", ""A. S. W Kurny"", ""Fahmida Gulshan""]",,1806.06481v1,2018,,,arxiv,http://arxiv.org/abs/1806.06481v1,https://arxiv.org/pdf/1806.06481v1
732,Chemistry with Graphene and Graphene Oxide - Challenges for Synthetic Chemists,"[""Siegfried Eigler"", ""Andreas Hirsch""]",10.1002/anie.201402780,1805.03088v1,2018,"Angew. Chem. Int. Ed. 2014, 53, 7720-7738",,arxiv,http://arxiv.org/abs/1805.03088v1,https://arxiv.org/pdf/1805.03088v1
825,One-step synthesis of PEDOT-PSS●TiO2 by peroxotitanium acid: a highly stable electrode for a supercapacitor,"[""G. Ramesh"", ""S. Palaniappan"", ""K. Basavaiah""]",10.1007/s11581-017-2289-1,,2018,Ionics,,crossref,https://doi.org/10.1007/s11581-017-2289-1,http://link.springer.com/content/pdf/10.1007/s11581-017-2289-1.pdf
879,Restoring observed classical behavior of the carbon nanotube field emission enhancement factor from the electronic structure,"[""Caio P. de Castro"", ""Thiago A. de Assis"", ""Roberto Rivelino"", ""Fernando de B. Mota"", ""Caio M. C. de Castilho"", ""Richard G. Forbes""]",10.1021/acs.jpcc.9b00959,1812.00783v2,2018,J. Phys. Chem. C 123 (2019) 5144-5149,,arxiv,http://arxiv.org/abs/1812.00783v2,https://arxiv.org/pdf/1812.00783v2
927,Enhanced supercapacitor performance with binder-free helically coiled carbon nanotube electrodes,"[""Anthony Childress"", ""Kevin Ferri"", ""Apparao M. Rao""]",10.1016/j.carbon.2018.08.064,,2018,Carbon,,crossref,https://doi.org/10.1016/j.carbon.2018.08.064,
931,Self-Supporting Hybrid Supercapacitor Electrodes Based on Carbon Nanotube and Activated Carbons,"[""T. S. Temirgaliyeva"", ""S. Kuzuhara"", ""S. Noda"", ""M. Nazhipkyzy"", ""A. R. Kerimkulova"", ""B. T. Lesbayev"", ""N. G. Prikhodko"", ""Z. A. Mansurov""]",10.18321/ectj719,,2018,Eurasian Chemico-Technological Journal,,crossref,https://doi.org/10.18321/ectj719,https://ect-journal.kz/index.php/ectj/article/download/719/643
965,Faster than Nyquist Transmission by Non-Orthogonal Time Division Multiplexing of Nyquist Sinc Sequences,"[""Ali Dorostkar"", ""Thomas Schneider""]",,1807.05977v1,2018,,,arxiv,http://arxiv.org/abs/1807.05977v1,https://arxiv.org/pdf/1807.05977v1
1032,Employing surfactant-assisted hydrothermal synthesis to control CuGaO2 nanoparticle formation and improved carrier selectivity of perovskite solar cells,"[""Ioannis T. Papadas"", ""Achilleas Savva"", ""Apostolos Ioakeimidis"", ""Polyvios Eleftheriou"", ""Gerasimos S. Armatas"", ""Stelios A. Choulis""]",10.1016/j.mtener.2018.03.003,1807.07283v1,2018,"Materials Today Energy, Volume 8, Pages 57-64, 2018",,arxiv,http://arxiv.org/abs/1807.07283v1,https://arxiv.org/pdf/1807.07283v1
1041,Epitaxial Synthesis of Blue Phosphorene,"[""Wei Zhang"", ""Hanna Enriquez"", ""Yongfeng Tong"", ""Azzedine Bendounan"", ""Abdelkader Kara"", ""Ari P. Seitsonen"", ""Andrew J. Mayne"", ""G\u00e9rald Dujardin"", ""Hamid Oughaddou""]",10.1002/smll.201804066,1811.01289v1,2018,"SMALL, 1804066 (2018)",,arxiv,http://arxiv.org/abs/1811.01289v1,https://arxiv.org/pdf/1811.01289v1
1066,The EPFL Logic Synthesis Libraries,"[""Mathias Soeken"", ""Heinz Riener"", ""Winston Haaswijk"", ""Eleonora Testa"", ""Bruno Schmitt"", ""Giulia Meuli"", ""Fereshte Mozafari"", ""Siang-Yun Lee"", ""Alessandro Tempia Calvino"", ""Dewmini Sudara Marakkalage"", ""Giovanni De Micheli""]",,1805.05121v3,2018,,,arxiv,http://arxiv.org/abs/1805.05121v3,https://arxiv.org/pdf/1805.05121v3
1079,Hydrothermal Synthesis of Supercapacitors Electrode Materials,[],10.21741/9781945291579-7,,2018,Materials Research Foundations,,crossref,https://doi.org/10.21741/9781945291579-7,
1123,Universal Kinetics of the Sol-to-Gel Transition,"[""Pai Liu"", ""William R. Heinson"", ""Christopher M. Sorensen"", ""Rajan K. Chakrabarty""]",,1811.00711v1,2018,,,arxiv,http://arxiv.org/abs/1811.00711v1,https://arxiv.org/pdf/1811.00711v1
1132,Flow and fracture near the sol-gel transition of silica nanoparticle suspensions,"[""Gustavo E. Gimenes"", ""Elisabeth Bouchaud""]",10.1039/C8SM01247D,1808.10189v1,2018,"Soft Matter, 2018",,arxiv,http://arxiv.org/abs/1808.10189v1,https://arxiv.org/pdf/1808.10189v1
1139,"Photocatalytic activity, optical and ferroelectric properties of Bi0.8Nd0.2FeO3 nanoparticles synthesized by sol-gel and hydrothermal methods","[""Hamed Maleki""]",10.1016/j.jmmm.2018.03.043,1808.08427v1,2018,,,arxiv,http://arxiv.org/abs/1808.08427v1,https://arxiv.org/pdf/1808.08427v1
1162,Characterization of Sol-Gel Materials by Raman and Brillouin Spectroscopies,"[""Maurizio Montagna""]",10.1007/978-3-319-32101-1_34,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_34,
1166,Fluorolytic Sol-Gel Processes,"[""Erhard Kemnitz""]",10.1007/978-3-319-32101-1_114,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_114,
1168,Characterization of Sol-Gel Materials by Infrared Spectroscopy,"[""Rui M. Almeida"", ""Ana C. Marques""]",10.1007/978-3-319-32101-1_33,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_33,
1170,Ellipsometry of Sol-Gel Films,"[""Eric Yeatman""]",10.1007/978-3-319-32101-1_47,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_47,
1171,Sol-Gel Nanocomposites,"[""Massimo Guglielmi"", ""Alessandro Martucci""]",10.1007/978-3-319-32101-1_100,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_100,
1172,Sol‐Gel-Prepared Antireflective Coatings,"[""Seiji Yamazaki""]",10.1007/978-3-319-32101-1_97,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_97,
1174,Sol-Gel Science and Cultural Heritage,"[""George Wheeler""]",10.1007/978-3-319-32101-1_101,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_101,
1176,Sol-Gel Formation of Bulk Glasses,"[""Sumio Sakka""]",10.1007/978-3-319-32101-1_6,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_6,
1177,Sol‐Gel Preparation of Reflective Coatings,"[""Kensuke Makita""]",10.1007/978-3-319-32101-1_82,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_82,
1178,Electrophoretic Sol-Gel Deposition,"[""Atsunori Matsuda"", ""Masahiro Tatsumisago""]",10.1007/978-3-319-32101-1_14,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_14,
1179,Sol‐Gel-Doped Glasses for Scintillators,"[""Masanori Koshimizu""]",10.1007/978-3-319-32101-1_103,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_103,
1185,Solar Cells Based on Sol-Gel Films,"[""Michael Gr\u00e4tzel""]",10.1007/978-3-319-32101-1_65,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_65,
1186,Sol-Gel Wood Preservation,"[""Thomas H\u00fcbert"", ""Muhammad Shabir Mahr""]",10.1007/978-3-319-32101-1_106,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_106,
1187,Sol‐Gel-Prepared Glass and Ceramic Fibers,"[""Kanichi Kamiya""]",10.1007/978-3-319-32101-1_61,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_61,
1191,Nonhydrolytic Sol-Gel Technology,"[""Andr\u00e9 Vioux"", ""P. Hubert Mutin""]",10.1007/978-3-319-32101-1_28,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_28,
1193,Sol‐Gel Nano-/Micropatterning Process,"[""Atsunori Matsuda"", ""Go Kawamura""]",10.1007/978-3-319-32101-1_81,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_81,
1196,Photonic Crystals Fabricated by Sol‐Gel Process,"[""Makoto Kuwabara""]",10.1007/978-3-319-32101-1_64,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_64,
1201,Sol-Gel Processing of Fluoride and Oxyfluoride Materials,"[""Shinobu Fujihara""]",10.1007/978-3-319-32101-1_10,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_10,
1203,Sol‐Gel Processed Lasers and Related Optical Materials,"[""Renata Reisfeld""]",10.1007/978-3-319-32101-1_63,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_63,
1204,Sol-Gel-Processed Photocatalytic Titania Films,"[""Naoya Yoshida"", ""Toshiya Watanabe""]",10.1007/978-3-319-32101-1_68,,2018,Handbook of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/978-3-319-32101-1_68,
1218,"Structure, magnetic and transport properties of epitaxial thin films of equiatomic CoFeMnGe quaternary Heusler alloy","[""Varun K. Kushwaha"", ""Jyoti Rani"", ""C. V. Tomy"", ""Ashwin Tulapurkar""]",,1802.02413v1,2018,,,arxiv,http://arxiv.org/abs/1802.02413v1,https://arxiv.org/pdf/1802.02413v1
1225,Tribological Properties of Ultrananocrystalline Diamond Nanowire Thin Film: Influence of Sliding Ball Counterbodies,"[""Revati Rani"", ""N. Kumar"", ""I-Nan Lin""]",,1806.10765v1,2018,,,arxiv,http://arxiv.org/abs/1806.10765v1,https://arxiv.org/pdf/1806.10765v1
1262,Development of manganese-based thin-film probe via hydrothermal process for localized electrochemical impedance analysis of a solid-state electrolyte LiPON,"[""Yi-Hung Liu"", ""Sing Liao"", ""Bernard Haochih Liu""]",10.1016/J.MATLET.2018.01.119,,2018,,,semantic_scholar,https://www.semanticscholar.org/paper/9504f4898796b693cb71e42ace1d29eca2a16eff,
1284,Study on charge transfer processes in thin-film heterojunction between cuprous oxide and hematite,"[""J. Juodkazyt\u0117"", ""B. \u0160ebeka"", ""I. Savickaja"", ""V. Pak\u0161tas"", ""A. Naujokaitis"", ""A. Grigucevi\u010dien\u0117""]",10.1016/J.MSSP.2018.02.020,,2018,Materials Science in Semiconductor Processing,,semantic_scholar,https://www.semanticscholar.org/paper/9d511ba3422ae960aa25188a4c270c58464d69fc,
1316,Electrodeposition of CdTe thin film from acetate-based ionic liquid bath,"[""Manmohansingh Waldiya"", ""Dharini Bhagat"", ""Indrajit Mukhopadhyay""]",10.1063/1.5035250,,2018,AIP Conference Proceedings,,crossref,https://doi.org/10.1063/1.5035250,
1341,Synthesis of ZnO/NiO Thin Film on Fluorine-doped Tin Oxide (FTO) by Two Step Electrodeposition as Photoanode of a Solar Cell,"[""Ines Ayu Handayani"", ""Abdul Haris"", ""Didik Setiyo Widodo""]",10.14710/jksa.21.3.124-130,,2018,Jurnal Kimia Sains dan Aplikasi,,crossref,https://doi.org/10.14710/jksa.21.3.124-130,https://ejournal.undip.ac.id/index.php/ksa/article/viewFile/19470/13614
1354,"Polyaniline (C_{3}N) nanoribbons: Magnetic metal, Semiconductor, and Half-Metal","[""Meysam Bagheri Tagani"", ""Sahar Izadi Vishkayi""]",,1801.07540v2,2018,,,arxiv,http://arxiv.org/abs/1801.07540v2,https://arxiv.org/pdf/1801.07540v2
1355,"Gas molecules (CO, NH$_3$, CO$_2$) sensing with Polyaniline Emardline salt (PANI ES) : a turbo TDDFT study","[""N. Hadian Jazi"", ""I. Abdolhosseini Sarsari"", ""N. Zare Dehnavi""]",10.1007/s00339-020-03506-5,1809.10918v1,2018,"Appl. Phys. A 126, 428 (2020)",,arxiv,http://arxiv.org/abs/1809.10918v1,https://arxiv.org/pdf/1809.10918v1
1356,Electrical and mechanical properties of a fully hydrogenated two-dimensional polyaniline sheet,"[""Meysam Bagheri Tagani""]",,1804.07168v2,2018,,,arxiv,http://arxiv.org/abs/1804.07168v2,https://arxiv.org/pdf/1804.07168v2
1365,Temperature dependence of mobility of conducting polymer polyaniline with secondary dopant,"[""Kazumasa Yamada"", ""Bunju Shinozaki"", ""Takashi Narikiyo"", ""Yousuke Takigawa"", ""Norihiro Kuroda"", ""Toru Bando"", ""Hiroaki Nakamura""]",,1808.08838v1,2018,,,arxiv,http://arxiv.org/abs/1808.08838v1,https://arxiv.org/pdf/1808.08838v1
1389,Biopolymer stabilized water dispersible polyaniline for supercapacitor electrodes,"[""Amarnath Chellachamy Anbalagan"", ""Shilpa Nandkishor Sawant""]",10.1063/1.5029185,,2018,AIP Conference Proceedings,,crossref,https://doi.org/10.1063/1.5029185,
1404,Nanotubular polyaniline electrode for supercapacitor application,"[""A. R. Athira"", ""V. M. Vimuna"", ""K. Vidya"", ""T. S. Xavier""]",10.1063/1.5032476,,2018,AIP Conference Proceedings,,crossref,https://doi.org/10.1063/1.5032476,
1418,Spin transport in multilayer systems with fully epitaxial NiO thin films,"[""Lorenzo Baldrati"", ""Christoph Schneider"", ""Tomohiko Niizeki"", ""Rafael Ramos"", ""Joel Cramer"", ""Andrew Ross"", ""Eiji Saitoh"", ""Mathias Kl\u00e4ui""]",10.1103/PhysRevB.98.014409,1802.01844v1,2018,"Phys. Rev. B 98, 014409 (2018)",,arxiv,http://arxiv.org/abs/1802.01844v1,https://arxiv.org/pdf/1802.01844v1
1454,Zeolite-Templated NiO Nanostructure for Methanol Oxidation Reaction,"[""Daifallah M. Aldhayan""]",10.13005/ojc/340549,,2018,Oriental Journal of Chemistry,,crossref,https://doi.org/10.13005/ojc/340549,
1524,Impedance spectroscopy advances and future trends: A comprehensive review,"[""Olfa Kanoun""]",10.1515/9783110558920-001,,2018,Impedance Spectroscopy,,crossref,https://doi.org/10.1515/9783110558920-001,
1526,Temperature influence on impedance of premium summer diesel fuel measured with the use of impedance spectroscopy,"[""Lukasz Macioszek"", ""Ryszard Rybski""]",10.1515/9783110558920-003,,2018,Impedance Spectroscopy,,crossref,https://doi.org/10.1515/9783110558920-003,
1527,Impedance Spectroscopy,[],10.1515/9783110558920,,2018,,,crossref,https://doi.org/10.1515/9783110558920,
1536,Preface,[],10.1515/9783110558920-201,,2018,Impedance Spectroscopy,,crossref,https://doi.org/10.1515/9783110558920-201,
1537,Frontmatter,[],10.1515/9783110558920-fm,,2018,Impedance Spectroscopy,,crossref,https://doi.org/10.1515/9783110558920-fm,
1538,Contents,[],10.1515/9783110558920-toc,,2018,Impedance Spectroscopy,,crossref,https://doi.org/10.1515/9783110558920-toc,
1550,On-Line Battery Impedance Measurement Using Oscillation Excitation,"[""Samaneh Matindoust""]",10.1109/icee.2018.8472598,,2018,"Electrical Engineering (ICEE), Iranian Conference on",battery,crossref,https://doi.org/10.1109/icee.2018.8472598,
1552,Evaluation of paralleled battery system with SOC balancing and battery impedance magnitude measurement,"[""Yuan Cao"", ""Jaber A. Abu Qahouq""]",10.1109/apec.2018.8341048,,2018,2018 IEEE Applied Power Electronics Conference and Exposition (APEC),battery,crossref,https://doi.org/10.1109/apec.2018.8341048,
1588,"Interaction of light and semiconductor can generate quantum states required for solid state quantum computing: Entangled, steered and other nonclassical states","[""Arjun Mukherjee"", ""Biswajit Sen"", ""Kishore Thapliyal"", ""Swapan Mandal"", ""Anirban Pathak""]",10.1007/s11128-019-2344-0,1811.09849v1,2018,"Quantum Information Processing 18, 234 (2019)",fuel_cell,arxiv,http://arxiv.org/abs/1811.09849v1,https://arxiv.org/pdf/1811.09849v1
1597,Virtual cathode induced in Rb2Ti2O5 solid electrolyte,"[""Sofia de Sousa Coutinho"", ""R\u00e9mi Federicci"", ""Brigitte Leridon"", ""St\u00e9phane Hol\u00e9""]",,1812.09274v1,2018,,battery,arxiv,http://arxiv.org/abs/1812.09274v1,https://arxiv.org/pdf/1812.09274v1
1638,Electrochemical Impedance Spectroscopy (EIS) Evaluation of Hydroxyapatite-Coated Magnesium in Different Corrosion Media,"[""Mohd Amin Farhan Zaludin"", ""Zul Azhar Zahid Jamal"", ""Mohd Nazree B. Derman"", ""Mohd Zaheruddin Kasmuin""]",10.4028/www.scientific.net/ssp.280.243,,2018,Solid State Phenomena,corrosion,crossref,https://doi.org/10.4028/www.scientific.net/ssp.280.243,
1652,A Brief Review of Current Lithium Ion Battery Technology and Potential Solid State Battery Technologies,"[""Andrew Ulvestad""]",,1803.04317v1,2018,,battery,arxiv,http://arxiv.org/abs/1803.04317v1,https://arxiv.org/pdf/1803.04317v1
1658,Topological and Network Analysis of Lithium Ion Battery Components: The Importance of Pore Space Connectivity for Cell Operation,"[""Marie Francine Lagadec"", ""Raphael Zahn"", ""Simon M\u00fcller"", ""Vanessa Wood""]",,1806.00083v1,2018,,fuel_cell,arxiv,http://arxiv.org/abs/1806.00083v1,https://arxiv.org/pdf/1806.00083v1
1668,Strategic Research Grant Report: Fiber-shaped lithium-ion batteries with metallic electrodes,"[""H. Qu"", ""X. Lu"", ""M. Skorobogatiy""]",,1803.01898v2,2018,,battery,arxiv,http://arxiv.org/abs/1803.01898v2,https://arxiv.org/pdf/1803.01898v2
1673,Al-Cu-Fe quasicrystals as anode of lithium ion battery,"[""Xiao Lan"", ""Haijuan Wang"", ""Zhanhao Suna"", ""Xunyong Jiang""]",10.1016/j.jallcom.2019.07.148,1809.03667v1,2018,"Journal of Alloys and Compounds Volume 805, 15 October 2019, Pages 942-946",battery,arxiv,http://arxiv.org/abs/1809.03667v1,https://arxiv.org/pdf/1809.03667v1
1675,All-solid flexible fiber-shaped lithium ion batteries,"[""Hang Qu"", ""Xin Lu"", ""Maksim Skorobogatiy""]",,1801.04850v1,2018,,battery,arxiv,http://arxiv.org/abs/1801.04850v1,https://arxiv.org/pdf/1801.04850v1
1706,Lithium-ion battery recycling,"[""Frank Treffer""]",10.1007/978-3-662-53071-9_27,,2018,Lithium-Ion Batteries: Basics and Applications,,crossref,https://doi.org/10.1007/978-3-662-53071-9_27,
1709,Lithium-ion battery overview,"[""Stephan Leuthner""]",10.1007/978-3-662-53071-9_2,,2018,Lithium-Ion Batteries: Basics and Applications,,crossref,https://doi.org/10.1007/978-3-662-53071-9_2,
1716,Lithium-ion battery system design,"[""Uwe Koehler""]",10.1007/978-3-662-53071-9_8,,2018,Lithium-Ion Batteries: Basics and Applications,,crossref,https://doi.org/10.1007/978-3-662-53071-9_8,
1777,Three-dimensional Bi2WO6/graphene aerogel electrode for high-performance supercapacitor,"[""Xun Xu"", ""Fangwang Ming"", ""Jinqing Hong"", ""Zhoucheng Wang""]",10.5185/amlett.2018.1719,,2018,Advanced Materials Letters,supercapacitor,crossref,https://doi.org/10.5185/amlett.2018.1719,
1790,Layer-by-layer assembled polyaniline/carbon nanomaterial-coated cellulosic aerogel electrodes for high-capacitance supercapacitor applications,"[""Shaoyi Lyu"", ""Yanping Chen"", ""Shenjie Han"", ""Limin Guo"", ""Zhilin Chen"", ""Yun Lu"", ""Yuan Chen"", ""Na Yang"", ""Siqun Wang""]",10.1039/c8ra01754a,,2018,RSC Advances,supercapacitor,crossref,https://doi.org/10.1039/c8ra01754a,
1792,Trade-off between quantum capacitance and thermodynamic stability of defected graphene: an implication for supercapacitor electrodes,"[""Anurag Srivastava"", ""Boddepalli SanthiBhushan""]",10.1007/s13204-018-0643-x,,2018,Applied Nanoscience,supercapacitor,crossref,https://doi.org/10.1007/s13204-018-0643-x,http://link.springer.com/content/pdf/10.1007/s13204-018-0643-x.pdf
1796,Quantum Capacitance Estimations of Pyrrolic-Rich Graphene for Supercapacitor Electrodes,"[""Boddepalli SanthiBhushan"", ""Mohammad Shahzad Khan"", ""Vijay Kumar Bohat"", ""Anurag Srivastava""]",10.1109/tnano.2017.2786715,,2018,IEEE Transactions on Nanotechnology,supercapacitor,crossref,https://doi.org/10.1109/tnano.2017.2786715,
1804,One-pot method to synthesis polyaniline wrapped graphene aerogel/silver nanoparticle composites for solid-state supercapacitor devices,"[""Prasit Pattananuwat"", ""Paphinwit Thammasaroj"", ""Weerapong Nuanwat"", ""Jiaqian Qin"", ""Pranut Potiyaraj""]",10.1016/j.matlet.2018.01.058,,2018,Materials Letters,supercapacitor,crossref,https://doi.org/10.1016/j.matlet.2018.01.058,
1815,"The ""FIP Effect"" and the Origins of Solar Energetic Particles and of the Solar Wind","[""Donald V. Reames""]",10.1007/s11207-018-1267-8,1801.05840v2,2018,Solar Phys. 293 47 (2018),fuel_cell,arxiv,http://arxiv.org/abs/1801.05840v2,https://arxiv.org/pdf/1801.05840v2
1825,"Magnetic Clouds: Solar Cycle Dependence, Sources, and Geomagnetic Impacts","[""Y. Li"", ""J. G. Luhmann"", ""B. J. Lynch""]",10.1007/s11207-018-1356-8,1808.04078v2,2018,"Solar Physics 293, 135, 2018",fuel_cell,arxiv,http://arxiv.org/abs/1808.04078v2,https://arxiv.org/pdf/1808.04078v2
1836,Corotating Shock Waves and the Solar-Wind Source of Energetic Ion Abundances: Power Laws in A/Q,"[""Donald V. Reames""]",10.1007/s11207-018-1369-3,1808.06132v1,2018,"Solar Physics 293 144, 2018",fuel_cell,arxiv,http://arxiv.org/abs/1808.06132v1,https://arxiv.org/pdf/1808.06132v1
1841,High Open Circuit Voltages in pin-Type Perovskite Solar Cells through Strontium Addition,"[""Pietro Caprioglio"", ""Fengshuo Zu"", ""Christian M. Wolff"", ""Jos\u00e9 A. M\u00e1rquez Prieto"", ""Martin Stolterfoht"", ""Norbert Koch"", ""Thomas Unold"", ""Bernd Rech"", ""Steve Albrecht"", ""Dieter Neher""]",,1810.12262v1,2018,,fuel_cell,arxiv,http://arxiv.org/abs/1810.12262v1,https://arxiv.org/pdf/1810.12262v1
1844,Application of compact TiO$_2$ layer fabricated by pulsed laser deposition in organometal trihalide perovskite solar cells,"[""Hao Zhang"", ""Hong Wang"", ""Meiyang Ma"", ""Yu Wu"", ""Shuai Dong"", ""Qingyu Xu""]",10.1002/solr.201800097,1807.00287v1,2018,"Solar RRL 2, 1800097 (2018)",corrosion,arxiv,http://arxiv.org/abs/1807.00287v1,https://arxiv.org/pdf/1807.00287v1
1865,Extraction of Equivalent Circuit Parameters for CNT incorporated Perovskite Solar Cells Using Newton-Raphson Method,"[""M. Nahid Reza"", ""Sharif Mohammad Mominuzzaman""]",10.1109/icece.2018.8636738,,2018,2018 10th International Conference on Electrical and Computer Engineering (ICECE),,crossref,https://doi.org/10.1109/icece.2018.8636738,
1876,All-Perovskite Tandem Solar Cell Showing Unprecedentedly High Open-Circuit Voltage,"[""Yanfa Yan""]",10.1016/j.joule.2018.10.029,,2018,Joule,,crossref,https://doi.org/10.1016/j.joule.2018.10.029,
1897,Unravelling the origin of piezo/ferro-electric properties of metal-organic frameworks (MOFs) nanocrystals,"[""Yao Sun"", ""Junfeng Gao"", ""Yuan Cheng"", ""Yong-Wei Zhang"", ""Kaiyang Zeng""]",,1802.03933v1,2018,,,arxiv,http://arxiv.org/abs/1802.03933v1,https://arxiv.org/pdf/1802.03933v1
1973,'Getting out of the closet': Scientific authorship of literary fiction and knowledge transfer,"[""Joaqu\u00edn M. Azagra-Caro"", ""Anabel Fern\u00e1ndez-Mesa"", ""Nicol\u00e1s Robinson-Garc\u00eda""]",10.1007/s10961-018-9672-6,1802.05012v2,2018,"Azagra-Caro, J.M., Fernández-Mesa, A., Robinson-Garcia, N. (2018). 'Getting out of the closet': Scientific authorship of literary fiction and knowledge transfer. Journal of Technology Transfer. doi:10.1007/s10961-018-9672-6",fuel_cell,arxiv,http://arxiv.org/abs/1802.05012v2,https://arxiv.org/pdf/1802.05012v2
1983,"Planetary Spectrum Generator: an accurate online radiative transfer suite for atmospheres, comets, small bodies and exoplanets","[""Geronimo L. Villanueva"", ""Michael D. Smith"", ""Silvia Protopapa"", ""Sara Faggi"", ""Avi M. Mandell""]",10.1016/j.jqsrt.2018.05.023,1803.02008v4,2018,"Journal of Quantitative Spectroscopy and Radiative Transfer, ISSN: 0022-4073, Vol: 217, Page: 86-104, 2018",fuel_cell,arxiv,http://arxiv.org/abs/1803.02008v4,https://arxiv.org/pdf/1803.02008v4
1988,On the Enhancement of Heat Transfer and Reduction of Entropy Generation by Asymmetric Slip in Pressure-Driven Non-Newtonian Microflows,"[""Vishal Anand"", ""Ivan C. Christov""]",10.1115/1.4042157,1803.09178v3,2018,"ASME Journal of Heat Transfer 141, 022403 (2019)",fuel_cell,arxiv,http://arxiv.org/abs/1803.09178v3,https://arxiv.org/pdf/1803.09178v3
